Business,Total_Quantity,Transaction_Frequency,Total_Value,Segment,Segment_Label
Business-1f42,620,532,1194744.0,1,Medium Value
Business-1f50,210,78,223440.0,0,Low Value
Business-1f55,3048,546,1478959.0,2,High Value
Business-1f5a,63,15,40615.0,0,Low Value
Business-1f6d,340,284,707920.0,1,Medium Value
Business-1f97,271,173,322048.0,0,Low Value
Business-1fb5,1,1,5900.0,0,Low Value
Business-1fe5,12,5,11646.0,0,Low Value
Business-1feb,12,8,13655.0,0,Low Value
Business-1ff4,2,2,6330.0,0,Low Value
Business-2019,113,77,187041.0,0,Low Value
Business-201d,2,2,3790.0,0,Low Value
Business-201f,2,2,1355.0,0,Low Value
Business-2024,7,7,21515.0,0,Low Value
Business-2046,14,13,25354.0,0,Low Value
Business-204e,235,13,34521.0,0,Low Value
Business-2062,20,7,13535.0,0,Low Value
Business-206e,13,12,12905.0,0,Low Value
Business-2078,96,60,108730.0,0,Low Value
Business-207d,10,10,12990.0,0,Low Value
Business-2081,4,4,3435.0,0,Low Value
Business-2094,3,1,4860.0,0,Low Value
Business-20a0,8,4,14071.0,0,Low Value
Business-20b0,11,11,16115.0,0,Low Value
Business-20c5,3,3,4580.0,0,Low Value
Business-20de,30,16,22035.0,0,Low Value
Business-20e4,60,34,70425.0,0,Low Value
Business-20e9,36,27,45420.0,0,Low Value
Business-20fc,1119,149,461501.0,1,Medium Value
Business-211b,112,92,205972.0,0,Low Value
Business-2130,623,536,1487167.0,1,Medium Value
Business-2134,1,1,1520.0,0,Low Value
Business-2135,4,4,6060.0,0,Low Value
Business-213f,10,9,16980.0,0,Low Value
Business-2147,15,14,47108.0,0,Low Value
Business-2149,6,6,9905.0,0,Low Value
Business-214b,2,2,5775.0,0,Low Value
Business-2153,155,152,298517.0,0,Low Value
Business-2159,95,84,184739.0,0,Low Value
Business-215a,9,9,16496.0,0,Low Value
Business-2163,113,60,129125.0,0,Low Value
Business-2164,3,3,8115.0,0,Low Value
Business-2177,333,278,767252.0,1,Medium Value
Business-217d,3,3,3360.0,0,Low Value
Business-218a,199,109,210475.0,0,Low Value
Business-2197,3327,230,547096.0,1,Medium Value
Business-21a0,6,4,10340.0,0,Low Value
Business-21c9,21,10,28360.0,0,Low Value
Business-21e6,1,1,1600.0,0,Low Value
Business-21e9,28,23,55339.0,0,Low Value
Business-21ec,1,1,3970.0,0,Low Value
Business-2213,214,202,407280.0,0,Low Value
Business-2229,510,226,809432.0,1,Medium Value
Business-2235,14,5,9180.0,0,Low Value
Business-2237,9,7,14325.0,0,Low Value
Business-223a,387,284,659669.0,1,Medium Value
Business-2249,268,160,285352.0,0,Low Value
Business-2254,1,1,6160.0,0,Low Value
Business-225d,30,28,85030.0,0,Low Value
Business-2282,224,147,463627.0,0,Low Value
Business-228c,1,1,1625.0,0,Low Value
Business-2295,9,8,18105.0,0,Low Value
Business-2297,457,410,877672.0,1,Medium Value
Business-2298,70,21,62895.0,0,Low Value
Business-22a2,202,48,122310.0,0,Low Value
Business-22b8,7,6,32263.0,0,Low Value
Business-22cf,3,3,3920.0,0,Low Value
Business-22e2,558,51,99686.0,0,Low Value
Business-22fd,119,113,192935.0,0,Low Value
Business-2300,7,2,6270.0,0,Low Value
Business-2317,2,2,5170.0,0,Low Value
Business-2321,246,35,89830.0,0,Low Value
Business-2326,37,34,119076.0,0,Low Value
Business-2327,1,1,2490.0,0,Low Value
Business-232b,3,3,4020.0,0,Low Value
Business-232c,1,1,1520.0,0,Low Value
Business-234d,90,19,40065.0,0,Low Value
Business-234e,62,37,86650.0,0,Low Value
Business-234f,4,4,5390.0,0,Low Value
Business-2352,1,1,1750.0,0,Low Value
Business-2366,781,598,1260426.0,1,Medium Value
Business-2368,86,83,130630.0,0,Low Value
Business-236a,10,2,3760.0,0,Low Value
Business-2371,6,2,6210.0,0,Low Value
Business-237d,30,26,20731.0,0,Low Value
Business-238b,254,75,187495.0,0,Low Value
Business-23a6,39,9,17925.0,0,Low Value
Business-23a8,27,8,27505.0,0,Low Value
Business-23ac,242,182,338342.0,0,Low Value
Business-23f0,178,94,213871.0,0,Low Value
Business-240b,497,297,471297.0,1,Medium Value
Business-242c,499,177,456835.0,0,Low Value
Business-242f,223,215,477421.0,0,Low Value
Business-243e,147,22,46730.0,0,Low Value
Business-245d,2,1,750.0,0,Low Value
Business-245e,1057,484,1228065.0,1,Medium Value
Business-2460,70,67,109874.0,0,Low Value
Business-2465,299,76,148675.0,0,Low Value
Business-2482,1090,414,1266828.0,1,Medium Value
Business-2485,984,167,478560.0,1,Medium Value
Business-248b,6,6,14215.0,0,Low Value
Business-248c,21,5,11870.0,0,Low Value
Business-2495,7,7,19400.0,0,Low Value
Business-24aa,42,41,80740.0,0,Low Value
Business-24bb,33,15,36020.0,0,Low Value
Business-24bc,341,216,392830.0,0,Low Value
Business-24c3,1581,477,1174010.0,1,Medium Value
Business-24cd,86,60,201126.0,0,Low Value
Business-24e3,30,2,2290.0,0,Low Value
Business-24ea,17,8,5068.0,0,Low Value
Business-24fb,1,1,1920.0,0,Low Value
Business-2504,8,6,11335.0,0,Low Value
Business-2511,36,13,20805.0,0,Low Value
Business-2513,7,3,3890.0,0,Low Value
Business-2518,2,1,4140.0,0,Low Value
Business-251a,13,12,20670.0,0,Low Value
Business-2526,119,3,5267.0,0,Low Value
Business-2549,3,3,6320.0,0,Low Value
Business-255b,59,36,65455.0,0,Low Value
Business-256a,2,2,3020.0,0,Low Value
Business-256d,1,1,6035.0,0,Low Value
Business-2574,139,121,376914.0,0,Low Value
Business-2578,80,74,195317.0,0,Low Value
Business-258b,1198,664,1705270.0,1,Medium Value
Business-2590,434,258,621791.0,1,Medium Value
Business-2592,9,6,9705.0,0,Low Value
Business-2598,6,6,7148.0,0,Low Value
Business-25a5,75,55,114162.0,0,Low Value
Business-25b2,4,2,2990.0,0,Low Value
Business-25ba,84,15,38400.0,0,Low Value
Business-25bd,33,30,79105.0,0,Low Value
Business-25ce,568,343,721284.0,1,Medium Value
Business-25d4,30,16,31455.0,0,Low Value
Business-25df,17,13,22578.0,0,Low Value
Business-25f7,180,152,316509.0,0,Low Value
Business-25f9,219,186,522515.0,0,Low Value
Business-2604,25,22,59780.0,0,Low Value
Business-260d,2,2,4935.0,0,Low Value
Business-260e,1198,353,1163147.0,1,Medium Value
Business-261d,6,6,11715.0,0,Low Value
Business-261e,1,1,1505.0,0,Low Value
Business-263c,2113,376,1106741.0,1,Medium Value
Business-2657,35,32,72613.0,0,Low Value
Business-266a,1,1,1835.0,0,Low Value
Business-2672,761,620,1513562.0,1,Medium Value
Business-2678,10,10,35810.0,0,Low Value
Business-2679,7,6,22650.0,0,Low Value
Business-2688,7,4,9500.0,0,Low Value
Business-268b,88,79,202981.0,0,Low Value
Business-268f,5,4,9720.0,0,Low Value
Business-2693,142,127,274503.0,0,Low Value
Business-26a7,3,3,4650.0,0,Low Value
Business-26b2,4,4,9130.0,0,Low Value
Business-26c7,12,3,5885.0,0,Low Value
Business-26d5,4,3,6710.0,0,Low Value
Business-26d6,1,1,5820.0,0,Low Value
Business-26de,89,56,164628.0,0,Low Value
Business-26e0,17,17,15470.0,0,Low Value
Business-26fb,14,14,33570.0,0,Low Value
Business-26fc,5,5,8585.0,0,Low Value
Business-270a,743,69,175315.0,0,Low Value
Business-271f,137,85,155811.0,0,Low Value
Business-2726,24,8,12955.0,0,Low Value
Business-2732,26,23,24895.0,0,Low Value
Business-2735,2,2,11810.0,0,Low Value
Business-274a,266,229,567391.0,1,Medium Value
Business-275e,3,2,3300.0,0,Low Value
Business-2766,2,2,3470.0,0,Low Value
Business-276d,75,21,37675.0,0,Low Value
Business-2778,1,1,700.0,0,Low Value
Business-27a3,16,10,25295.0,0,Low Value
Business-27a6,7,6,15425.0,0,Low Value
Business-27c2,95,91,250434.0,0,Low Value
Business-27c5,5,3,7695.0,0,Low Value
Business-27e1,2,2,4340.0,0,Low Value
Business-27f9,345,133,251677.0,0,Low Value
Business-27fa,134,25,59055.0,0,Low Value
Business-27fc,36,11,30594.0,0,Low Value
Business-2806,87,72,133270.0,0,Low Value
Business-280a,23,4,11568.0,0,Low Value
Business-2814,70,17,39139.0,0,Low Value
Business-281c,377,338,742669.0,1,Medium Value
Business-281e,53,31,80274.0,0,Low Value
Business-2827,1,1,5400.0,0,Low Value
Business-2828,1,1,1920.0,0,Low Value
Business-282a,5,1,1700.0,0,Low Value
Business-283d,2,2,4110.0,0,Low Value
Business-2843,118,95,215205.0,0,Low Value
Business-2848,15,15,21535.0,0,Low Value
Business-284b,63,62,74085.0,0,Low Value
Business-2858,7,7,15675.0,0,Low Value
Business-288e,27,24,43035.0,0,Low Value
Business-289a,5,4,8888.0,0,Low Value
Business-289e,4,4,4850.0,0,Low Value
Business-28a2,42,41,64080.0,0,Low Value
Business-28ad,478,246,580184.0,1,Medium Value
Business-28b2,2,1,4280.0,0,Low Value
Business-28b6,157,39,82570.0,0,Low Value
Business-28bb,4,4,15595.0,0,Low Value
Business-28da,12,8,15747.0,0,Low Value
Business-28e1,680,587,1286610.0,1,Medium Value
Business-28e4,494,436,894638.0,1,Medium Value
Business-290c,8,8,10480.0,0,Low Value
Business-290d,5,1,1740.0,0,Low Value
Business-2943,120,86,223543.0,0,Low Value
Business-294a,262,240,453447.0,0,Low Value
Business-2956,1,1,4020.0,0,Low Value
Business-296c,12,9,31744.0,0,Low Value
Business-298d,22,18,43345.0,0,Low Value
Business-29b9,323,191,386506.0,0,Low Value
Business-29bc,1868,855,2115309.0,2,High Value
Business-29be,5,3,10000.0,0,Low Value
Business-29cc,44,44,93670.0,0,Low Value
Business-29ce,336,273,593357.0,1,Medium Value
Business-29f4,50,1,1290.0,0,Low Value
Business-29f9,98,14,32995.0,0,Low Value
Business-2a14,42,33,102395.0,0,Low Value
Business-2a25,1,1,1300.0,0,Low Value
Business-2a37,424,114,246758.0,0,Low Value
Business-2a41,1,1,2455.0,0,Low Value
Business-2a4e,13,9,27970.0,0,Low Value
Business-2a6e,62,55,92020.0,0,Low Value
Business-2a75,16,15,50485.0,0,Low Value
Business-2a7a,230,151,245027.0,0,Low Value
Business-2a83,899,561,1369203.0,1,Medium Value
Business-2a93,18,17,23285.0,0,Low Value
Business-2a95,42,36,66971.0,0,Low Value
Business-2a98,14,13,25379.0,0,Low Value
Business-2a9d,17,16,60130.0,0,Low Value
Business-2aa6,259,170,512691.0,0,Low Value
Business-2ab1,42,41,108226.0,0,Low Value
Business-2ab2,13,5,11740.0,0,Low Value
Business-2ab5,113,28,71450.0,0,Low Value
Business-2ab6,2,1,1490.0,0,Low Value
Business-2abd,5,5,7600.0,0,Low Value
Business-2acd,4,4,10270.0,0,Low Value
Business-2ae7,3,3,8065.0,0,Low Value
Business-2aec,3,3,7610.0,0,Low Value
Business-2af9,5,5,11320.0,0,Low Value
Business-2afb,608,172,571140.0,1,Medium Value
Business-2b07,11,11,4815.0,0,Low Value
Business-2b21,323,173,472003.0,0,Low Value
Business-2b24,459,118,271217.0,0,Low Value
Business-2b32,1,1,1205.0,0,Low Value
Business-2b54,29,27,110536.0,0,Low Value
Business-2b63,126,42,99259.0,0,Low Value
Business-2b76,262,84,286388.0,0,Low Value
Business-2b82,285,68,211797.0,0,Low Value
Business-2b86,25,24,77960.0,0,Low Value
Business-2b91,242,149,344752.0,0,Low Value
Business-2b98,3,3,11820.0,0,Low Value
Business-2ba7,1606,408,920814.0,1,Medium Value
Business-2bab,5,5,6655.0,0,Low Value
Business-2bb9,29,29,77474.0,0,Low Value
Business-2be1,5,5,8666.0,0,Low Value
Business-2be7,116,31,62235.0,0,Low Value
Business-2bf3,26,22,65814.0,0,Low Value
Business-2bf5,93,33,78995.0,0,Low Value
Business-2c04,4,2,1330.0,0,Low Value
Business-2c08,392,36,104790.0,0,Low Value
Business-2c25,24,23,46435.0,0,Low Value
Business-2c42,2,2,5790.0,0,Low Value
Business-2c4c,32,29,32995.0,0,Low Value
Business-2c57,48,9,23280.0,0,Low Value
Business-2c64,8,5,6315.0,0,Low Value
Business-2c6e,10,8,16015.0,0,Low Value
Business-2c7d,3,3,2840.0,0,Low Value
Business-2c9e,2,2,3570.0,0,Low Value
Business-2c9f,8,8,24300.0,0,Low Value
Business-2ca8,261,19,42527.0,0,Low Value
Business-2caf,120,89,246677.0,0,Low Value
Business-2cdd,8,8,16842.0,0,Low Value
Business-2d4e,2,2,1742.0,0,Low Value
Business-2d82,67,39,122039.0,0,Low Value
Business-2d89,367,152,368572.0,0,Low Value
Business-2d8d,141,126,233331.0,0,Low Value
Business-2d90,16,3,6945.0,0,Low Value
Business-2da3,2,2,940.0,0,Low Value
Business-2da6,13,12,27280.0,0,Low Value
Business-2db8,921,526,1073260.0,1,Medium Value
Business-2dc3,1,1,4285.0,0,Low Value
Business-2dc4,11,9,9710.0,0,Low Value
Business-2dd3,7,4,4600.0,0,Low Value
Business-2ddf,5,1,147.0,0,Low Value
Business-2de0,374,243,540405.0,1,Medium Value
Business-2df0,9,4,7245.0,0,Low Value
Business-2dfd,22,15,28872.0,0,Low Value
Business-2dff,14,14,24889.0,0,Low Value
Business-2e04,50,50,61435.0,0,Low Value
Business-2e05,1727,208,433308.0,1,Medium Value
Business-2e0c,124,90,118880.0,0,Low Value
Business-2e11,11,11,33355.0,0,Low Value
Business-2e19,15,2,3640.0,0,Low Value
Business-2e1a,742,294,671482.0,1,Medium Value
Business-2e23,873,695,1538268.0,1,Medium Value
Business-2e2f,46,25,43685.0,0,Low Value
Business-2e37,124,112,170315.0,0,Low Value
Business-2e4a,171,73,160470.0,0,Low Value
Business-2e59,34,15,44045.0,0,Low Value
Business-2e60,5,3,10220.0,0,Low Value
Business-2e63,2,2,6760.0,0,Low Value
Business-2e74,2,2,10310.0,0,Low Value
Business-2e78,71,4,11975.0,0,Low Value
Business-2e8c,92,74,178370.0,0,Low Value
Business-2e92,157,24,51538.0,0,Low Value
Business-2e95,44,23,45975.0,0,Low Value
Business-2ea2,2,2,2435.0,0,Low Value
Business-2eaf,1,1,1700.0,0,Low Value
Business-2eb6,5,5,12640.0,0,Low Value
Business-2eba,2619,870,2344524.0,2,High Value
Business-2ec3,53,51,130440.0,0,Low Value
Business-2ec4,8,5,18884.0,0,Low Value
Business-2ed3,19,8,26040.0,0,Low Value
Business-2ed4,162,137,301982.0,0,Low Value
Business-2eea,3,3,5050.0,0,Low Value
Business-2eec,5,3,7550.0,0,Low Value
Business-2eee,39,10,18865.0,0,Low Value
Business-2ef4,536,33,111641.0,0,Low Value
Business-2efb,3625,164,405671.0,1,Medium Value
Business-2efe,3,3,7800.0,0,Low Value
Business-2f24,3,2,4135.0,0,Low Value
Business-2f58,32,30,39175.0,0,Low Value
Business-2f66,161,132,338330.0,0,Low Value
Business-2f6a,1978,380,827251.0,1,Medium Value
Business-2f95,52,6,14056.0,0,Low Value
Business-2fad,1,1,1425.0,0,Low Value
Business-2fb7,282,105,243346.0,0,Low Value
Business-2fc8,2,2,7580.0,0,Low Value
Business-2fca,11,9,17331.0,0,Low Value
Business-2fd2,18,15,25661.0,0,Low Value
Business-2fdf,29,12,19515.0,0,Low Value
Business-2fff,14,13,34420.0,0,Low Value
Business-300a,268,258,580992.0,1,Medium Value
Business-300b,19,15,22630.0,0,Low Value
Business-3019,2,2,5985.0,0,Low Value
Business-303e,18,3,7780.0,0,Low Value
Business-3047,10,6,8398.0,0,Low Value
Business-3058,4,4,9120.0,0,Low Value
Business-3065,17,17,40446.0,0,Low Value
Business-3090,344,314,705165.0,1,Medium Value
Business-3097,30,23,30870.0,0,Low Value
Business-3099,332,300,499917.0,1,Medium Value
Business-309b,188,133,319063.0,0,Low Value
Business-30b8,548,388,904250.0,1,Medium Value
Business-30bd,3,2,2340.0,0,Low Value
Business-30c5,22,8,15015.0,0,Low Value
Business-30d6,4,2,4510.0,0,Low Value
Business-30e8,154,150,306864.0,0,Low Value
Business-30fc,127,90,264979.0,0,Low Value
Business-30fe,1,1,1540.0,0,Low Value
Business-3103,4,4,6230.0,0,Low Value
Business-3112,955,384,774707.0,1,Medium Value
Business-3129,6,6,8510.0,0,Low Value
Business-3147,1,1,5910.0,0,Low Value
Business-314b,18,17,27526.0,0,Low Value
Business-3163,1,1,95.0,0,Low Value
Business-3166,4,2,847.0,0,Low Value
Business-3179,4,4,6240.0,0,Low Value
Business-3194,187,185,316128.0,0,Low Value
Business-319b,100,89,140052.0,0,Low Value
Business-31b8,761,257,744678.0,1,Medium Value
Business-31d2,28,15,36405.0,0,Low Value
Business-31d6,98,91,232379.0,0,Low Value
Business-31ec,7,7,6375.0,0,Low Value
Business-31ed,2,2,5345.0,0,Low Value
Business-31f8,774,605,1810226.0,1,Medium Value
Business-31fe,48,10,16200.0,0,Low Value
Business-3207,13,3,6150.0,0,Low Value
Business-3215,3495,629,1519839.0,2,High Value
Business-323e,148,115,287835.0,0,Low Value
Business-323f,4,3,9075.0,0,Low Value
Business-3244,2,2,12320.0,0,Low Value
Business-324f,6,6,8670.0,0,Low Value
Business-325c,43,43,57993.0,0,Low Value
Business-325e,20,19,35820.0,0,Low Value
Business-3264,12,12,13905.0,0,Low Value
Business-3266,5,5,8575.0,0,Low Value
Business-326d,1,1,4350.0,0,Low Value
Business-3280,815,577,1259528.0,1,Medium Value
Business-3282,11,5,17055.0,0,Low Value
Business-328d,248,44,110935.0,0,Low Value
Business-32a4,21,14,25165.0,0,Low Value
Business-32b3,1,1,2480.0,0,Low Value
Business-32c2,9,7,12030.0,0,Low Value
Business-32c9,2,2,5480.0,0,Low Value
Business-32dd,3,3,8025.0,0,Low Value
Business-32f2,1069,415,1111575.0,1,Medium Value
Business-3326,197,186,268978.0,0,Low Value
Business-332c,107,94,179866.0,0,Low Value
Business-332e,316,148,260817.0,0,Low Value
Business-3334,18,7,11015.0,0,Low Value
Business-333a,96,35,73846.0,0,Low Value
Business-3345,4,3,8430.0,0,Low Value
Business-335d,3,2,5770.0,0,Low Value
Business-3366,38,4,26176.0,0,Low Value
Business-3370,225,165,307213.0,0,Low Value
Business-33a9,5,2,5180.0,0,Low Value
Business-33ac,33,19,33352.0,0,Low Value
Business-33bc,2,2,3515.0,0,Low Value
Business-33cb,10,10,16090.0,0,Low Value
Business-33d1,2,2,3320.0,0,Low Value
Business-33ed,4,2,3530.0,0,Low Value
Business-33f7,42,33,64510.0,0,Low Value
Business-3407,4,4,13300.0,0,Low Value
Business-3410,223,209,384448.0,0,Low Value
Business-3415,10,5,18800.0,0,Low Value
Business-342d,7,4,4045.0,0,Low Value
Business-3430,7,6,14817.0,0,Low Value
Business-3431,16,11,34840.0,0,Low Value
Business-3435,1,1,1905.0,0,Low Value
Business-345c,2,2,6170.0,0,Low Value
Business-345e,19,19,27805.0,0,Low Value
Business-345f,3,3,4650.0,0,Low Value
Business-346e,110,15,35412.0,0,Low Value
Business-3475,42,28,71490.0,0,Low Value
Business-348a,62,43,109544.0,0,Low Value
Business-3494,8,8,18200.0,0,Low Value
Business-3497,70,41,90944.0,0,Low Value
Business-3498,24,24,52410.0,0,Low Value
Business-34a7,1,1,4160.0,0,Low Value
Business-34b3,7,4,10075.0,0,Low Value
Business-34bc,150,132,284444.0,0,Low Value
Business-34c7,2,2,3785.0,0,Low Value
Business-34d4,9,9,22770.0,0,Low Value
Business-34e4,22,18,23840.0,0,Low Value
Business-34ed,2,2,1200.0,0,Low Value
Business-34f4,312,193,391520.0,0,Low Value
Business-350c,3,3,13925.0,0,Low Value
Business-3515,694,391,878411.0,1,Medium Value
Business-3516,4,4,14445.0,0,Low Value
Business-3526,186,120,218740.0,0,Low Value
Business-3535,2,2,4755.0,0,Low Value
Business-3539,977,729,1771141.0,1,Medium Value
Business-3575,476,142,337665.0,0,Low Value
Business-3598,28,8,8745.0,0,Low Value
Business-359b,303,27,70320.0,0,Low Value
Business-35a2,4,4,3415.0,0,Low Value
Business-35a4,60,46,139290.0,0,Low Value
Business-35c0,504,395,857003.0,1,Medium Value
Business-35ca,23,7,11300.0,0,Low Value
Business-35cf,61,41,80385.0,0,Low Value
Business-35ef,6,4,6030.0,0,Low Value
Business-35fc,229,125,384198.0,0,Low Value
Business-361a,10,1,4280.0,0,Low Value
Business-3629,42,28,52837.0,0,Low Value
Business-3630,59,45,60595.0,0,Low Value
Business-3635,21,21,38370.0,0,Low Value
Business-364d,25,25,91948.0,0,Low Value
Business-3655,40,5,12020.0,0,Low Value
Business-366f,4,4,9125.0,0,Low Value
Business-3683,477,170,573274.0,1,Medium Value
Business-36a2,1,1,4020.0,0,Low Value
Business-36a7,35,2,4120.0,0,Low Value
Business-36c2,1,1,2960.0,0,Low Value
Business-36e2,24,10,17240.0,0,Low Value
Business-36e7,25,6,12230.0,0,Low Value
Business-36f5,1,1,305.0,0,Low Value
Business-36f8,19,16,38375.0,0,Low Value
Business-3700,4,1,1795.0,0,Low Value
Business-3709,217,175,475324.0,0,Low Value
Business-3713,99,33,64615.0,0,Low Value
Business-371d,3,3,7955.0,0,Low Value
Business-3731,87,56,76825.0,0,Low Value
Business-3761,8,8,26490.0,0,Low Value
Business-3772,354,303,649796.0,1,Medium Value
Business-377a,5,5,11315.0,0,Low Value
Business-377b,4,4,13085.0,0,Low Value
Business-37a9,9,9,12510.0,0,Low Value
Business-37b0,3,2,3890.0,0,Low Value
Business-37b9,10,1,2190.0,0,Low Value
Business-37bc,189,135,239352.0,0,Low Value
Business-37c5,1,1,5600.0,0,Low Value
Business-37cb,754,472,966993.0,1,Medium Value
Business-37d3,2,2,10840.0,0,Low Value
Business-37e2,3,3,1430.0,0,Low Value
Business-37e6,26,23,27145.0,0,Low Value
Business-37e9,2,2,3560.0,0,Low Value
Business-37ea,23,20,45323.0,0,Low Value
Business-37eb,3,3,3019.0,0,Low Value
Business-37ed,35,31,57372.0,0,Low Value
Business-37ee,900,437,1141550.0,1,Medium Value
Business-37f0,53,46,119877.0,0,Low Value
Business-37fe,2,2,5800.0,0,Low Value
Business-3814,8,7,8115.0,0,Low Value
Business-3816,2,2,2555.0,0,Low Value
Business-3817,22,19,30550.0,0,Low Value
Business-3830,285,279,569086.0,1,Medium Value
Business-3852,116,107,232695.0,0,Low Value
Business-3863,9,9,13330.0,0,Low Value
Business-387c,2,2,1475.0,0,Low Value
